niche,map_id,scenario,best_performance,combination
10000,5,4,1.149320759741656,2
10000,6,4,2.2013083326711747,2
10000,7,4,1.9662213920302591,2
10000,8,4,2.40924822878385,2
10000,9,4,1.1307930224741067,2
10000,10,4,0.5876724734665048,2
10000,11,4,1.3339768413254236,2
10000,12,4,1.7267789167679337,2
10000,13,4,2.0435211408300153,2
10000,14,4,2.0463755876343104,2
10000,15,4,0.918178392230611,2
10000,16,4,1.6418271678077014,2
10000,17,4,0.9572812973377401,2
10000,18,4,0.659277948340491,2
10000,19,4,1.203975265563573,2
10000,20,4,1.4282565704638712,2
10000,1,4,1.0446343476909563,3
10000,2,4,1.0250818486987203,3
10000,3,4,1.6682667169968475,3
10000,4,4,2.1028656531915138,3
10000,5,4,1.1245151112439804,3
10000,6,4,1.6204158670348268,3
10000,7,4,0.6904922793363801,3
10000,8,4,1.3664805672499725,3
10000,9,4,1.6385307213517413,3
10000,10,4,0.9382571744831351,3
10000,11,4,1.4267998330616427,3
10000,12,4,0.8884857872331414,3
10000,13,4,0.822948083293912,3
10000,14,4,1.2827631671097146,3
10000,15,4,0.8788560373018501,3
10000,16,4,1.0256426201437545,3
10000,17,4,1.3736510158671313,3
10000,18,4,0.9541772317069598,3
10000,19,4,0.978614882607618,3
10000,20,4,1.370462311080542,3
10000,1,4,0.8290361010120808,4
10000,2,4,2.189695574542039,4
10000,3,4,0.4782002970837019,4
10000,4,4,0.6785424581233813,4
10000,5,4,0.7962283319549323,4
10000,6,4,0.942991398223401,4
10000,7,4,0.8368098611510493,4
10000,8,4,1.8127763358543105,4
10000,9,4,1.5721119163935133,4
10000,10,4,0.8961591387196906,4
10000,11,4,0.6984992060986936,4
10000,12,4,1.3684287772129817,4
10000,13,4,1.6008835617768464,4
10000,14,4,1.5088403623404985,4
10000,15,4,0.4343665107018029,4
10000,16,4,2.009161963714496,4
10000,17,4,0.5663037335616325,4
10000,18,4,0.6008404587955346,4
10000,19,4,0.6789448878696239,4
10000,20,4,0.9205200923899685,4
10000,1,4,0.5858622260336801,5
10000,2,4,0.5294524472882196,5
10000,3,4,1.043648340086523,5
10000,4,4,1.8992779365241337,5
10000,5,4,0.41768527178283277,5
10000,6,4,1.7282814161044866,5
10000,7,4,0.5940189395766573,5
10000,8,4,0.5694101563859828,5
10000,9,4,0.5686653323569862,5
10000,10,4,0.5079015090806395,5
10000,11,4,0.3399927331857172,5
10000,12,4,0.6980394267422405,5
10000,13,4,0.7109127807585593,5
10000,14,4,0.46038119379579195,5
10000,15,4,0.5268466667310421,5
10000,16,4,0.505021654783587,5
10000,17,4,0.5687211543907035,5
10000,18,4,1.127812922035144,5
10000,19,4,0.4151720076653486,5
10000,20,4,0.5736261227876763,5
10000,1,4,1.4882511434094927,6
10000,2,4,0.7584819329198097,6
10000,3,4,0.48936630332333925,6
10000,4,4,0.6210283858908112,6
10000,5,4,0.8335154578464373,6
10000,6,4,0.8552680458134723,6
10000,7,4,0.47363991827341445,6
10000,8,4,1.7549336044850528,6
10000,9,4,0.6491711330006565,6
10000,10,4,0.6918044086133947,6
10000,11,4,0.801919939549487,6
10000,12,4,0.8648831332140476,6
10000,13,4,0.6836514105630366,6
10000,14,4,0.4182641835194385,6
10000,15,4,0.7103293171867068,6
10000,16,4,0.9339357645889702,6
10000,17,4,0.907876146009097,6
10000,18,4,0.46274083098534985,6
10000,19,4,0.5110337038647346,6
10000,20,4,0.7167762046823426,6
10000,1,5,0.5338941756849718,1
10000,2,5,0.3522250651372821,1
10000,3,5,0.5958961115165672,1
10000,4,5,0.7861889533473544,1
10000,5,5,3.075798162577124,1
10000,6,5,0.6261739182199145,1
10000,7,5,0.5926445359462625,1
10000,8,5,0.6266062002589241,1
10000,9,5,0.685792274467147,1
10000,10,5,0.49606867913826747,1
10000,11,5,0.7612234212697855,1
10000,12,5,0.9255980698945552,1
10000,13,5,0.9062590028876253,1
10000,14,5,0.5909417381732034,1
10000,15,5,0.8392052302486305,1
10000,16,5,0.6374428679787966,1
10000,17,5,0.798781570053285,1
10000,18,5,0.8508608105593997,1
10000,19,5,0.37931248330210776,1
10000,20,5,0.5931040789855796,1
10000,1,5,2.154219973875564,2
10000,2,5,2.536694802453577,2
10000,3,5,1.7792398687145614,2
10000,4,5,2.3481686641568054,2
10000,5,5,2.3456113430504035,2
10000,6,5,1.275201535875788,2
10000,7,5,2.5625295919459488,2
10000,8,5,2.3546854601823317,2
10000,9,5,2.5791979617041427,2
10000,10,5,1.875379841489655,2
10000,11,5,2.347145922371922,2
10000,12,5,2.4627842207940303,2
10000,13,5,2.1205412500094445,2
10000,14,5,2.4240498068050353,2
10000,15,5,2.2400123701322054,2
10000,16,5,2.248566498659122,2
10000,17,5,2.5604608287488126,2
10000,18,5,2.154695187214775,2
10000,19,5,2.386854376329561,2
10000,20,5,2.3418253397440107,2
10000,1,5,1.9198210670115183,3
10000,2,5,2.912259916397955,3
10000,3,5,2.190321736386808,3
10000,4,5,2.6376171894262055,3
10000,5,5,3.131008109051822,3
10000,6,5,2.3237393899812955,3
10000,7,5,3.2438643826037703,3
10000,8,5,2.526710865169968,3
10000,9,5,2.981379751157061,3
10000,10,5,1.881413464738142,3
10000,11,5,2.740433637716225,3
10000,12,5,2.8401261263789177,3
10000,13,5,2.593968405371612,3
10000,14,5,2.834379603460178,3
10000,15,5,2.101933041645546,3
10000,16,5,3.0797341319689644,3
10000,17,5,2.4642552334314693,3
10000,18,5,2.0668346187309314,3
10000,19,5,3.0814614811335193,3
10000,20,5,2.7062233700085585,3
10000,1,5,1.6478823322323781,4
10000,2,5,2.283457073494405,4
10000,3,5,2.3494970604518164,4
10000,4,5,2.139912359653268,4
10000,5,5,2.4667142844758065,4
10000,6,5,1.8561299538120788,4
10000,7,5,2.510465087142773,4
10000,8,5,1.9273401240293073,4
10000,9,5,1.9669198966559138,4
10000,10,5,1.9557483116435244,4
10000,11,5,2.6029719703601146,4
10000,12,5,1.6761231045066713,4
10000,13,5,1.6808046253123405,4
10000,14,5,1.0011086677662866,4
10000,15,5,1.638354153041046,4
10000,16,5,2.2430110512268477,4
10000,17,5,1.8326580333080555,4
10000,18,5,1.8364510776858254,4
10000,19,5,1.7651702951838677,4
10000,20,5,2.4255475802925086,4
10000,1,5,0.5819544501444176,5
10000,2,5,2.4554960692274195,5
10000,3,5,2.1111751406990664,5
10000,4,5,0.7461080388529381,5
10000,5,5,1.3907352382314404,5
10000,6,5,0.4153587276429357,5
10000,7,5,1.4649747578353076,5
10000,8,5,2.1593566808646503,5
10000,9,5,1.6399628430195652,5
10000,10,5,1.2294034999886856,5
10000,11,5,0.6202159171983036,5
10000,12,5,1.3163118697054155,5
10000,13,5,1.7135973201481398,5
10000,14,5,0.9413832728860447,5
10000,15,5,0.4857725405264257,5
10000,16,5,1.4939696757343262,5
10000,17,5,1.8185724372215681,5
10000,18,5,0.823533050214717,5
10000,19,5,1.1343690533307043,5
10000,20,5,1.0074106161055254,5
10000,1,5,0.5215019186257027,6
10000,2,5,0.32053043615829147,6
10000,3,5,0.730607401820273,6
10000,4,5,0.6330692631663493,6
10000,5,5,0.7404695804436534,6
10000,6,5,0.41452525805925255,6
10000,7,5,0.6041533935397355,6
10000,8,5,0.6072752894448636,6
10000,9,5,0.5035202544718415,6
10000,10,5,1.3881927272542125,6
10000,11,5,0.5425097583124814,6
10000,12,5,0.9484617877348499,6
10000,13,5,1.4506699008645103,6
10000,14,5,0.7322224706638674,6
10000,15,5,0.8443024541772998,6
10000,16,5,0.6732705846597212,6
10000,17,5,0.5659029778914405,6
10000,18,5,0.5502872341298328,6
10000,19,5,0.7498539560818103,6
10000,20,5,0.5461716808156074,6
